Id,Divorce Date,Divorce Type,DOB Male,Age Male,Income Male,Marriage Date,Education Male,Marriage Year,Number Children,Zodiac_Sign,Income Category,Divorce Month
220,2012-10-05,Necessary,1967-01-09,45.0,50000.0,1993-08-04,Associates,19.0,5.0,Capricorn,Wealthy,10
221,2001-11-05,Voluntary,1953-05-28,48.0,1200.0,1988-02-29,Elementary,13.0,3.0,Gemini,Poor,11
222,2007-11-05,Necessary,1950-05-18,57.0,25000.0,1972-12-09,Bachelors,35.0,2.0,Taurus,Wealthy,11
223,2007-11-05,Necessary,1974-11-04,32.0,6000.0,1997-12-19,Bachelors,10.0,1.0,Scorpio,Poor,11
224,2009-11-05,Necessary,1958-11-22,50.0,15900.0,1976-06-04,Bachelors,29.0,3.0,Sagittarius,Upper-middle Class,11
225,2009-11-05,Necessary,1968-10-24,41.0,45000.0,1995-01-07,Bachelors,14.0,2.0,Scorpio,Wealthy,11
226,2010-11-05,Necessary,1963-07-31,47.0,6000.0,1989-12-21,Bachelors,20.0,2.0,Leo,Poor,11
227,2000-12-05,Voluntary,1973-06-01,27.0,4000.0,1995-12-21,Associates,4.0,1.0,Gemini,Poor,12
228,2001-12-05,Voluntary,1967-01-15,34.0,10000.0,1997-09-13,Associates,4.0,1.0,Capricorn,Lower-middle Class,12
229,2003-12-05,Voluntary,1956-03-20,47.0,6500.0,1981-11-07,Bachelors,22.0,3.0,Pisces,Poor,12
230,2006-12-05,Necessary,1974-05-09,32.0,12000.0,2001-04-14,Bachelors,5.0,2.0,Taurus,Lower-middle Class,12
231,2008-12-05,Necessary,1974-07-31,34.0,3000.0,1997-12-11,High School,10.0,2.0,Leo,Poor,12
232,2013-12-05,Necessary,1966-03-29,47.0,10000.0,1986-12-30,Bachelors,19.0,2.0,Aries,Lower-middle Class,12
233,2009-01-06,Necessary,1954-02-25,54.0,13000.0,1985-05-17,Bachelors,23.0,2.0,Pisces,Lower-middle Class,01
234,2002-02-06,Voluntary,1968-07-22,33.0,3050.0,1995-07-19,Associates,6.0,1.0,Cancer,Poor,02
235,2003-02-06,Voluntary,1971-01-18,32.0,4000.0,1996-03-11,Bachelors,6.0,1.0,Capricorn,Poor,02
236,2004-02-06,Voluntary,1971-06-27,32.0,10000.0,1995-08-09,Bachelors,8.0,1.0,Cancer,Lower-middle Class,02
237,2014-02-06,Necessary,1953-04-03,60.0,30000.0,1980-02-23,Bachelors,29.0,3.0,Aries,Wealthy,02
238,2014-02-06,Necessary,1975-03-13,38.0,6000.0,2004-07-30,Bachelors,9.0,1.0,Pisces,Poor,02
239,2007-03-06,Necessary,1979-07-26,27.0,2000.0,2004-08-10,Associates,2.0,1.0,Leo,Poor,03
240,2008-03-06,Necessary,1970-07-14,37.0,3000.0,1994-09-30,Elementary,13.0,1.0,Cancer,Poor,03
241,2012-03-06,Necessary,1972-12-01,39.0,4000.0,2002-01-23,Elementary,8.0,1.0,Sagittarius,Poor,03
242,2012-03-06,Voluntary,1957-12-05,54.0,10000.0,1983-04-30,Bachelors,20.0,2.0,Sagittarius,Lower-middle Class,03
243,2001-04-06,Voluntary,1953-03-06,48.0,8000.0,1978-03-20,Elementary,23.0,2.0,Pisces,Poor,04
244,2004-04-06,Voluntary,1968-11-10,35.0,6000.0,1990-01-05,Bachelors,14.0,3.0,Scorpio,Poor,04
245,2006-04-06,Necessary,1943-07-31,62.0,25000.0,2068-01-25,Bachelors,37.0,2.0,Leo,Wealthy,04
246,2006-04-06,Necessary,1975-03-17,31.0,4330.0,1996-12-07,Associates,9.0,1.0,Pisces,Poor,04
247,2009-04-06,Necessary,1970-11-04,38.0,6000.0,1996-07-06,Bachelors,31.0,2.0,Scorpio,Poor,04
248,2009-04-06,Necessary,1979-08-07,29.0,4000.0,2002-03-08,Associates,6.0,1.0,Leo,Poor,04
249,2010-04-06,Necessary,1964-05-18,45.0,4000.0,1986-10-20,Associates,23.0,4.0,Taurus,Poor,04
250,2011-04-06,Necessary,1978-12-01,32.0,4000.0,2006-02-14,High School,5.0,2.0,Sagittarius,Poor,04
251,2002-05-06,Voluntary,1965-10-25,36.0,561676.0,1994-08-12,Bachelors,7.0,1.0,Scorpio,Wealthy,05
252,2002-05-06,Voluntary,1966-11-03,35.0,2000.0,1985-06-29,Elementary,16.0,1.0,Scorpio,Poor,05
253,2004-05-06,Voluntary,1966-07-26,37.0,1500.0,1989-12-08,Associates,13.0,2.0,Leo,Poor,05
254,2009-05-06,Necessary,1962-09-27,46.0,4000.0,1982-04-12,Bachelors,27.0,2.0,Libra,Poor,05
255,2010-05-06,Necessary,1963-03-12,47.0,20000.0,2000-03-10,Bachelors,10.0,1.0,Pisces,Wealthy,05
256,2000-06-06,Necessary,1968-08-22,31.0,2500.0,1988-11-25,High School,11.0,2.0,Leo,Poor,06
257,2001-06-06,Voluntary,1971-09-21,29.0,4000.0,1991-04-20,Associates,10.0,2.0,Virgo,Poor,06
258,2001-06-06,Voluntary,1970-04-30,31.0,2800.0,1988-05-19,Bachelors,11.0,2.0,Taurus,Poor,06
259,2013-06-06,Necessary,1982-08-28,30.0,3500.0,2010-07-15,Associates,2.0,2.0,Virgo,Poor,06
260,2000-07-06,Voluntary,1971-10-08,28.0,2500.0,1992-03-14,High School,1.0,1.0,Libra,Poor,07
261,2001-07-06,Voluntary,1945-01-25,56.0,5000.0,1992-09-09,Bachelors,10.0,1.0,Aquarius,Poor,07
262,2001-07-06,Voluntary,1948-11-15,52.0,2500.0,1970-10-17,Elementary,30.0,4.0,Scorpio,Poor,07
263,2002-08-06,Voluntary,1972-08-08,29.0,8300.0,1991-08-09,Bachelors,10.0,2.0,Leo,Poor,08
264,2014-08-06,Voluntary,1967-10-13,46.0,3000.0,1990-05-09,High School,24.0,1.0,Libra,Poor,08
265,2005-10-06,Necessary,1945-08-21,60.0,10900.0,1980-10-11,Bachelors,24.0,2.0,Leo,Lower-middle Class,10
266,2008-10-06,Necessary,1957-05-10,51.0,2800.0,1988-05-26,Bachelors,5.0,2.0,Taurus,Poor,10
267,2000-11-06,Voluntary,1972-12-07,27.0,2500.0,1994-06-13,High School,6.0,1.0,Sagittarius,Poor,11
268,2006-11-06,Necessary,1962-03-18,44.0,9000.0,1982-05-07,Bachelors,24.0,2.0,Pisces,Poor,11
269,2007-11-06,Necessary,1973-05-22,34.0,6000.0,1998-11-13,Bachelors,9.0,1.0,Gemini,Poor,11
270,2008-11-06,Necessary,1978-04-11,30.0,7000.0,1999-03-15,Bachelors,2.0,2.0,Aries,Poor,11
271,2000-12-06,Voluntary,1943-01-02,57.0,10000.0,1981-01-02,Bachelors,19.0,3.0,Capricorn,Lower-middle Class,12
272,2000-12-06,Voluntary,1957-11-19,43.0,2500.0,1993-12-29,Bachelors,6.0,1.0,Scorpio,Poor,12
273,2002-12-06,Voluntary,1959-02-17,43.0,3000.0,1984-11-30,Elementary,7.0,2.0,Aquarius,Poor,12
274,2003-01-07,Voluntary,1967-12-03,35.0,4000.0,1992-07-20,Associates,10.0,2.0,Sagittarius,Poor,01
275,2002-02-07,Voluntary,1962-08-29,39.0,4000.0,1985-05-13,Elementary,16.0,4.0,Virgo,Poor,02
276,2006-02-07,Necessary,1961-05-14,44.0,2000.0,1991-08-03,Associates,14.0,2.0,Taurus,Poor,02
277,2006-02-07,Necessary,1969-04-29,36.0,2800.0,1995-12-05,Associates,10.0,1.0,Taurus,Poor,02
278,2013-02-07,Necessary,1976-08-09,41.0,6000.0,1993-01-05,Associates,20.0,1.0,Leo,Poor,02
279,2014-02-07,Necessary,1969-08-25,44.0,70000.0,1995-12-22,Bachelors,18.0,2.0,Virgo,Wealthy,02
280,2001-03-07,Voluntary,1966-01-06,35.0,6600.0,1990-12-03,Bachelors,6.0,2.0,Capricorn,Poor,03
281,2002-03-07,Voluntary,1973-02-20,29.0,750000.0,1996-08-22,Associates,5.0,1.0,Pisces,Wealthy,03
282,2003-03-07,Voluntary,1962-10-30,40.0,2500.0,1991-12-16,Associates,11.0,2.0,Scorpio,Poor,03
283,2003-03-07,Voluntary,1975-09-04,27.0,1300.0,1997-06-19,Associates,5.0,1.0,Virgo,Poor,03
284,2005-03-07,Necessary,1965-10-17,39.0,5000.0,1988-04-30,Bachelors,16.0,3.0,Libra,Poor,03
285,2006-03-07,Necessary,1958-05-22,47.0,35000.0,1989-06-24,Bachelors,14.0,2.0,Gemini,Wealthy,03
286,2008-03-07,Necessary,1971-10-26,36.0,3000.0,1999-12-20,High School,8.0,2.0,Scorpio,Poor,03
287,2004-04-07,Voluntary,1964-01-11,40.0,3000.0,1986-06-17,Associates,17.0,2.0,Capricorn,Poor,04
288,2004-04-07,Voluntary,1954-12-24,49.0,5000.0,1979-01-15,Bachelors,25.0,2.0,Capricorn,Poor,04
289,2004-04-07,Voluntary,1955-05-19,48.0,12000.0,1980-10-18,Bachelors,23.0,2.0,Taurus,Lower-middle Class,04
290,2004-04-07,Voluntary,1975-03-06,29.0,5000.0,1999-02-20,Associates,5.0,2.0,Pisces,Poor,04
291,2006-04-07,Necessary,1958-02-14,48.0,3500.0,1980-08-15,Associates,25.0,3.0,Aquarius,Poor,04
292,2010-04-07,Necessary,1972-07-31,37.0,2000.0,1993-07-31,Bachelors,15.0,1.0,Leo,Poor,04
293,2011-04-07,Necessary,1974-02-04,37.0,9000.0,2001-12-14,Associates,1.0,1.0,Aquarius,Poor,04
294,2002-05-07,Voluntary,1952-02-19,50.0,4000.0,1981-09-26,Bachelors,20.0,1.0,Pisces,Poor,05
295,2003-05-07,Voluntary,1972-06-25,30.0,2000.0,1993-02-18,High School,10.0,1.0,Cancer,Poor,05
296,2004-05-07,Voluntary,1975-03-31,29.0,10500.0,1997-05-24,Bachelors,6.0,1.0,Aries,Lower-middle Class,05
297,2004-05-07,Voluntary,1949-03-13,55.0,6000.0,1973-12-17,Bachelors,30.0,3.0,Pisces,Poor,05
298,2007-05-07,Necessary,1972-11-25,34.0,6000.0,2004-05-14,Bachelors,2.0,1.0,Sagittarius,Poor,05
299,2008-05-07,Necessary,1977-02-10,31.0,3000.0,1998-06-05,Bachelors,1.0,2.0,Aquarius,Poor,05
300,2009-05-07,Necessary,1972-05-17,36.0,6000.0,2001-01-29,Associates,5.0,1.0,Taurus,Poor,05
301,2012-05-07,Necessary,1985-09-18,26.0,10000.0,2005-08-18,Bachelors,5.0,1.0,Virgo,Lower-middle Class,05
302,2002-06-07,Voluntary,1972-11-14,29.0,2200.0,1995-12-27,Associates,6.0,1.0,Scorpio,Poor,06
303,2012-06-07,Necessary,1981-01-03,31.0,7500.0,2004-07-29,Bachelors,6.0,1.0,Capricorn,Poor,06
304,2000-07-07,Voluntary,1967-05-05,33.0,4800.0,1992-12-20,Bachelors,1.0,1.0,Taurus,Poor,07
305,2003-07-07,Voluntary,1946-08-24,56.0,6000.0,1988-12-17,Bachelors,14.0,1.0,Virgo,Poor,07
306,2006-07-07,Necessary,1970-10-28,35.0,5000.0,1997-12-19,Bachelors,5.0,2.0,Scorpio,Poor,07
307,2008-07-07,Necessary,1973-02-28,35.0,5000.0,1994-10-08,High School,13.0,2.0,Pisces,Poor,07
308,2000-08-07,Voluntary,1965-10-01,34.0,10000.0,1995-08-18,Bachelors,4.0,1.0,Libra,Lower-middle Class,08
309,2009-08-07,Necessary,1975-10-28,33.0,4000.0,2005-02-10,High School,4.0,1.0,Scorpio,Poor,08
310,2000-09-07,Voluntary,1963-04-20,37.0,10000.0,1994-04-23,Bachelors,6.0,2.0,Taurus,Lower-middle Class,09
311,2000-09-07,Voluntary,1961-07-23,39.0,10000.0,1990-04-11,Bachelors,10.0,2.0,Leo,Lower-middle Class,09
312,2006-09-07,Necessary,1974-07-23,32.0,8000.0,1994-07-15,Bachelors,11.0,2.0,Leo,Poor,09
313,2007-09-07,Necessary,1962-07-17,45.0,10000.0,1995-01-20,Bachelors,12.0,2.0,Cancer,Lower-middle Class,09
314,2011-09-07,Necessary,1965-08-07,46.0,6000.0,2002-01-19,Bachelors,9.0,1.0,Leo,Poor,09
315,2003-10-07,Voluntary,1966-02-21,37.0,40000.0,1987-03-09,Associates,16.0,2.0,Pisces,Wealthy,10
316,2003-10-07,Voluntary,1970-01-27,33.0,10000.0,1998-01-17,Bachelors,5.0,1.0,Aquarius,Lower-middle Class,10
317,2003-10-07,Necessary,1955-12-13,47.0,14000.0,1989-12-16,Bachelors,13.0,3.0,Sagittarius,Lower-middle Class,10
318,2008-10-07,Necessary,1968-02-29,40.0,7000.0,1990-12-08,Bachelors,17.0,2.0,Pisces,Poor,10
319,2000-11-07,Voluntary,1962-05-14,38.0,937.0,1998-10-24,High School,2.0,1.0,Taurus,Poor,11
320,2000-11-07,Voluntary,1956-08-06,44.0,10000.0,1996-12-20,Other,3.0,2.0,Leo,Lower-middle Class,11
321,2001-11-07,Voluntary,1974-04-01,27.0,4000.0,1995-05-31,Associates,6.0,2.0,Aries,Poor,11
322,2006-11-07,Necessary,1947-05-12,59.0,15000.0,1972-06-22,Bachelors,34.0,3.0,Taurus,Upper-middle Class,11
323,2007-11-07,Necessary,1974-11-24,32.0,5000.0,2000-07-24,Bachelors,7.0,2.0,Sagittarius,Poor,11
324,2011-11-07,Necessary,1958-05-08,53.0,12000.0,1980-12-05,Bachelors,20.0,2.0,Taurus,Lower-middle Class,11
325,2012-11-07,Necessary,1975-10-10,37.0,8000.0,2000-04-26,Associates,12.0,2.0,Libra,Poor,11
326,2000-12-07,Voluntary,1965-09-26,35.0,8000.0,1992-06-25,Bachelors,8.0,2.0,Libra,Poor,12
327,2006-12-07,Necessary,1969-08-21,37.0,3000.0,1998-12-16,Bachelors,8.0,2.0,Leo,Poor,12
328,2006-12-07,Necessary,1973-05-15,33.0,5000.0,1998-12-19,Bachelors,8.0,1.0,Taurus,Poor,12
329,2007-12-07,Necessary,1961-12-20,45.0,17000.0,1997-02-22,Associates,10.0,2.0,Sagittarius,Upper-middle Class,12
330,2007-12-07,Necessary,1970-12-27,36.0,550.0,1995-02-02,High School,8.0,3.0,Capricorn,Poor,12
331,2009-12-07,Necessary,1974-11-24,35.0,6000.0,2000-12-07,Bachelors,8.0,1.0,Sagittarius,Poor,12
332,2009-12-07,Necessary,1975-01-06,34.0,6000.0,1994-02-23,High School,15.0,2.0,Capricorn,Poor,12
333,2009-12-07,Necessary,1977-08-25,32.0,6000.0,1994-04-08,High School,13.0,2.0,Virgo,Poor,12
334,2011-12-07,Necessary,1979-11-15,32.0,3500.0,2002-06-24,High School,9.0,2.0,Scorpio,Poor,12
335,2011-12-07,Necessary,1965-11-19,46.0,20000.0,1997-09-20,Bachelors,13.0,1.0,Scorpio,Wealthy,12
336,2007-01-08,Necessary,1963-12-08,43.0,4200.0,1990-12-19,Bachelors,15.0,2.0,Sagittarius,Poor,01
337,2001-02-08,Voluntary,1962-06-07,38.0,1600.0,1986-12-16,Associates,14.0,2.0,Gemini,Poor,02
338,2010-02-08,Necessary,1961-12-20,48.0,1000.0,1997-01-31,Bachelors,12.0,2.0,Sagittarius,Poor,02
339,2010-02-08,Voluntary,1951-08-11,58.0,6000.0,1977-07-29,Bachelors,5.0,1.0,Leo,Poor,02
340,2008-04-08,Necessary,1965-10-18,42.0,500.0,1998-09-17,Elementary,5.0,1.0,Libra,Poor,04
341,2008-04-08,Necessary,1970-08-26,37.0,6000.0,1992-07-17,Bachelors,16.0,2.0,Virgo,Poor,04
342,2010-04-08,Necessary,1963-03-21,47.0,9600.0,1992-12-19,Bachelors,15.0,2.0,Aries,Poor,04
343,2010-04-08,Necessary,1965-10-03,44.0,24000.0,1990-04-24,Bachelors,19.0,3.0,Libra,Wealthy,04
344,2000-05-08,Voluntary,1975-08-12,24.0,1100.0,1996-12-16,Bachelors,3.0,1.0,Leo,Poor,05
345,2014-05-08,Necessary,1986-05-19,27.0,12000.0,2008-03-18,Associates,6.0,1.0,Taurus,Lower-middle Class,05
346,2001-06-08,Voluntary,1965-06-11,35.0,4500.0,1988-07-22,Bachelors,12.0,2.0,Gemini,Poor,06
347,2008-07-08,Necessary,1964-05-09,44.0,7000.0,1991-11-23,Bachelors,16.0,2.0,Taurus,Poor,07
348,2009-07-08,Necessary,1958-02-15,51.0,5000.0,1980-07-10,High School,28.0,3.0,Aquarius,Poor,07
349,2014-07-08,Voluntary,1961-10-27,52.0,8200.0,1986-01-24,Bachelors,28.0,1.0,Scorpio,Poor,07
350,2004-09-08,Voluntary,1962-01-30,42.0,10000.0,1982-12-22,Bachelors,21.0,3.0,Aquarius,Lower-middle Class,09
351,2008-09-08,Necessary,1968-08-24,40.0,2000.0,1990-11-08,Bachelors,16.0,2.0,Virgo,Poor,09
352,2008-09-08,Necessary,1953-04-27,55.0,4000.0,1985-06-21,Bachelors,22.0,3.0,Taurus,Poor,09
353,2001-10-08,Voluntary,1958-09-10,43.0,20000.0,1991-03-16,Bachelors,10.0,1.0,Virgo,Wealthy,10
354,2008-10-08,Necessary,1972-12-31,35.0,10000.0,1995-12-11,Bachelors,12.0,2.0,Capricorn,Lower-middle Class,10
355,2012-10-08,Necessary,1970-04-11,42.0,5000.0,1994-11-15,High School,16.0,2.0,Aries,Poor,10
356,2001-11-08,Voluntary,1967-03-03,34.0,16000.0,1989-06-03,Associates,12.0,2.0,Pisces,Upper-middle Class,11
357,2002-11-08,Voluntary,1959-02-12,43.0,3000.0,1981-08-01,Associates,21.0,2.0,Aquarius,Poor,11
358,2002-11-08,Voluntary,1959-03-23,43.0,1500.0,1985-10-05,Associates,17.0,1.0,Aries,Poor,11
359,2002-11-08,Voluntary,1972-09-29,30.0,1600.0,1992-12-07,Associates,9.0,2.0,Libra,Poor,11
360,2006-11-08,Necessary,1959-09-22,47.0,6000.0,1989-03-07,Associates,5.0,2.0,Virgo,Poor,11
361,2010-11-08,Necessary,1984-03-12,26.0,10500.0,2008-12-19,Bachelors,26.0,1.0,Pisces,Lower-middle Class,11
362,2013-11-08,Voluntary,1966-02-20,47.0,2000.0,1993-08-10,Elementary,12.0,1.0,Pisces,Poor,11
363,2000-12-08,Voluntary,1970-01-04,30.0,5000.0,1998-02-28,Bachelors,1.0,1.0,Capricorn,Poor,12
364,2000-12-08,Voluntary,1956-09-16,44.0,4000.0,1994-07-08,Bachelors,6.0,1.0,Virgo,Poor,12
365,2006-12-08,Necessary,1964-12-15,41.0,20000.0,1993-08-21,Associates,13.0,2.0,Sagittarius,Wealthy,12
366,2008-12-08,Necessary,1965-05-03,43.0,4000.0,1994-11-15,Bachelors,11.0,3.0,Taurus,Poor,12
367,2012-01-09,Voluntary,1954-08-05,57.0,16000.0,1980-04-26,Bachelors,31.0,3.0,Leo,Upper-middle Class,01
368,2006-02-09,Necessary,1965-09-22,40.0,5000.0,1985-12-27,Bachelors,21.0,2.0,Virgo,Poor,02
369,2001-03-09,Voluntary,1960-01-19,41.0,10000.0,1991-04-20,Bachelors,9.0,1.0,Capricorn,Lower-middle Class,03
370,2009-03-09,Necessary,1959-05-17,49.0,6000.0,1985-07-27,High School,17.0,4.0,Taurus,Poor,03
371,2011-03-09,Necessary,1977-09-25,33.0,10000.0,2003-10-02,Bachelors,6.0,1.0,Libra,Lower-middle Class,03
372,2014-04-09,Voluntary,1958-10-03,55.0,12000.0,1984-12-14,Bachelors,29.0,2.0,Libra,Lower-middle Class,04
373,2005-05-09,Necessary,1969-07-06,35.0,1500.0,1990-06-22,Associates,14.0,3.0,Cancer,Poor,05
374,2006-05-09,Necessary,1966-04-07,40.0,6000.0,1995-02-17,Bachelors,11.0,1.0,Aries,Poor,05
375,2014-05-09,Necessary,1974-05-10,39.0,39000.0,2002-03-02,Bachelors,10.0,2.0,Taurus,Wealthy,05
376,2014-05-09,Necessary,1979-11-15,34.0,3200.0,2008-02-11,High School,4.0,2.0,Scorpio,Poor,05
377,2006-06-09,Necessary,1967-07-31,38.0,25000.0,1992-05-23,Bachelors,13.0,2.0,Leo,Wealthy,06
378,2006-06-09,Necessary,1968-04-16,38.0,3000.0,1998-12-18,Bachelors,8.0,2.0,Aries,Poor,06
379,2006-06-09,Necessary,1965-03-17,41.0,2800.0,1997-05-23,High School,9.0,2.0,Pisces,Poor,06
380,2006-06-09,Necessary,1953-09-08,52.0,15000.0,1980-08-23,High School,26.0,2.0,Virgo,Upper-middle Class,06
381,2009-06-09,Necessary,1978-11-09,30.0,8000.0,2001-11-28,Bachelors,4.0,2.0,Scorpio,Poor,06
382,2009-06-09,Necessary,1968-09-25,40.0,2400.0,1990-06-10,High School,19.0,1.0,Libra,Poor,06
383,2003-07-09,Voluntary,1970-09-29,32.0,3000.0,1995-12-21,Associates,7.0,1.0,Libra,Poor,07
384,2003-07-09,Voluntary,1965-10-22,37.0,5000.0,1993-06-22,Bachelors,10.0,2.0,Libra,Poor,07
385,2007-07-09,Necessary,1964-10-27,42.0,6800.0,1990-06-30,Elementary,17.0,3.0,Scorpio,Poor,07
386,2008-07-09,Necessary,1974-10-12,33.0,10000.0,2000-12-15,Bachelors,8.0,1.0,Libra,Lower-middle Class,07
387,2008-07-09,Necessary,1969-07-24,38.0,10000.0,1999-11-08,Bachelors,7.0,1.0,Leo,Lower-middle Class,07
388,2008-07-09,Necessary,1960-11-30,47.0,15000.0,1999-03-30,Bachelors,9.0,1.0,Sagittarius,Upper-middle Class,07
389,2004-09-09,Voluntary,1960-06-09,44.0,8000.0,1989-04-20,Bachelors,14.0,3.0,Gemini,Poor,09
390,2008-09-09,Necessary,1970-04-03,38.0,4500.0,1999-12-20,Bachelors,5.0,2.0,Aries,Poor,09
391,2010-09-09,Voluntary,1953-03-25,57.0,8000.0,1984-12-14,Bachelors,26.0,3.0,Aries,Poor,09
392,2011-09-09,Necessary,1974-10-31,36.0,15000.0,1997-03-07,Bachelors,14.0,1.0,Scorpio,Upper-middle Class,09
393,2002-10-09,Voluntary,1955-06-14,47.0,10000.0,1979-12-15,Bachelors,21.0,2.0,Gemini,Lower-middle Class,10
394,2006-10-09,Necessary,1959-03-17,47.0,14000.0,1985-05-31,Associates,21.0,1.0,Pisces,Lower-middle Class,10
395,2008-10-09,Necessary,1977-10-29,30.0,15000.0,2005-11-05,Bachelors,2.0,1.0,Scorpio,Upper-middle Class,10
396,2008-10-09,Necessary,1967-02-23,41.0,5000.0,1988-10-03,No Education,6.0,3.0,Pisces,Poor,10
397,2008-10-09,Necessary,1968-11-19,39.0,1800.0,1995-12-22,Bachelors,12.0,1.0,Scorpio,Poor,10
398,2009-10-09,Necessary,1973-02-05,36.0,5000.0,1996-12-03,Associates,13.0,2.0,Aquarius,Poor,10
399,2009-10-09,Necessary,1966-02-16,43.0,9000.0,1996-08-10,Bachelors,10.0,1.0,Aquarius,Poor,10
400,2009-10-09,Necessary,1979-04-07,30.0,5000.0,1997-04-10,Associates,2.0,1.0,Aries,Poor,10
401,2009-10-09,Necessary,1965-03-27,44.0,9000.0,1987-11-07,High School,14.0,2.0,Aries,Poor,10
402,2000-11-09,Voluntary,1968-01-31,32.0,3500.0,1989-09-28,High School,11.0,1.0,Aquarius,Poor,11
403,2001-11-09,Voluntary,1960-08-02,41.0,1000.0,1987-12-22,Bachelors,13.0,3.0,Leo,Poor,11
404,2003-12-09,Voluntary,1956-09-17,47.0,13000.0,1979-08-15,Bachelors,24.0,2.0,Virgo,Lower-middle Class,12
405,2009-12-09,Necessary,1957-03-09,52.0,8500.0,1979-12-19,Bachelors,29.0,2.0,Pisces,Poor,12
406,2009-12-09,Necessary,1954-07-07,55.0,4000.0,1992-05-29,Elementary,17.0,2.0,Cancer,Poor,12
407,2010-12-09,Necessary,1976-07-18,34.0,6000.0,2004-02-10,Bachelors,6.0,2.0,Cancer,Poor,12
408,2010-12-09,Necessary,1972-07-13,38.0,3000.0,1998-11-12,Bachelors,12.0,1.0,Cancer,Poor,12
409,2013-12-09,Necessary,1977-11-04,36.0,2500.0,2001-08-30,Bachelors,12.0,1.0,Scorpio,Poor,12
410,2009-02-10,Voluntary,1965-04-10,43.0,4500.0,1986-08-09,High School,3.0,2.0,Aries,Poor,02
411,2012-02-10,Necessary,1984-09-30,27.0,4000.0,2005-12-09,Associates,5.0,1.0,Libra,Poor,02
412,2014-02-10,Voluntary,1963-01-07,51.0,6000.0,1980-02-16,Associates,33.0,2.0,Capricorn,Poor,02
413,2005-03-10,Necessary,1943-02-06,62.0,15000.0,2067-12-21,Bachelors,33.0,4.0,Aquarius,Upper-middle Class,03
414,2005-03-10,Necessary,1967-09-15,37.0,10000.0,1994-09-24,Bachelors,10.0,1.0,Virgo,Lower-middle Class,03
415,2008-03-10,Necessary,1962-12-22,45.0,5000.0,1987-12-23,Bachelors,16.0,2.0,Capricorn,Poor,03
416,2010-03-10,Voluntary,1965-05-05,44.0,9000.0,1990-05-24,Bachelors,19.0,2.0,Taurus,Poor,03
417,2010-03-10,Necessary,1952-09-14,57.0,20000.0,1979-02-28,Bachelors,24.0,3.0,Virgo,Wealthy,03
418,2010-03-10,Necessary,1957-08-30,52.0,20000.0,1981-08-20,Bachelors,25.0,2.0,Virgo,Wealthy,03
419,2011-03-10,Necessary,1967-10-25,43.0,11200.0,2005-02-18,Bachelors,6.0,1.0,Scorpio,Lower-middle Class,03
420,2014-03-10,Necessary,1961-01-14,53.0,7000.0,1993-03-04,Bachelors,21.0,2.0,Capricorn,Poor,03
421,2002-04-10,Voluntary,1962-05-08,39.0,10000.0,1993-09-11,Bachelors,8.0,2.0,Taurus,Lower-middle Class,04
422,2006-04-10,Necessary,1977-01-11,29.0,5000.0,2001-09-01,Bachelors,4.0,1.0,Capricorn,Poor,04
423,2012-04-10,Necessary,1974-02-03,38.0,5000.0,1999-02-04,Bachelors,13.0,1.0,Aquarius,Poor,04
424,2002-06-10,Voluntary,1974-04-23,28.0,9996.5,1996-07-12,High School,5.0,1.0,Taurus,Poor,06
425,2008-06-10,Necessary,1970-12-14,37.0,10000.0,1994-10-22,Bachelors,13.0,3.0,Sagittarius,Lower-middle Class,06
426,2008-06-10,Necessary,1977-11-10,30.0,8500.0,1999-09-18,Associates,5.0,1.0,Scorpio,Poor,06
427,2009-06-10,Necessary,1970-04-25,39.0,4500.0,1996-12-20,Bachelors,9.0,2.0,Taurus,Poor,06
428,2010-06-10,Necessary,1968-02-20,42.0,4000.0,1989-07-06,Associates,21.0,1.0,Pisces,Poor,06
429,2000-07-10,Voluntary,1969-03-20,31.0,1500.0,1992-11-06,High School,1.0,1.0,Pisces,Poor,07
430,2000-07-10,Voluntary,1970-07-13,29.0,3000.0,1990-05-07,High School,2.0,2.0,Cancer,Poor,07
431,2001-07-10,Voluntary,1966-07-01,35.0,3000.0,1995-04-22,Associates,6.0,1.0,Cancer,Poor,07
432,2002-07-10,Voluntary,1962-02-21,40.0,8000.0,1987-03-28,Bachelors,15.0,1.0,Pisces,Poor,07
433,2003-07-10,Necessary,1959-02-07,44.0,10000.0,1992-11-13,Bachelors,7.0,1.0,Aquarius,Lower-middle Class,07
434,2006-07-10,Necessary,1971-06-07,35.0,5000.0,1999-12-23,Associates,6.0,1.0,Gemini,Poor,07
435,2009-07-10,Necessary,1964-12-11,44.0,5000.0,2001-01-20,Bachelors,6.0,1.0,Sagittarius,Poor,07
436,2013-07-10,Necessary,1965-11-19,47.0,12000.0,1990-12-21,Bachelors,22.0,2.0,Scorpio,Lower-middle Class,07
437,2001-08-10,Voluntary,1977-06-10,24.0,1600.0,1995-11-17,Associates,5.0,1.0,Gemini,Poor,08
438,2006-08-10,Voluntary,1961-08-06,44.0,5000.0,1981-12-17,High School,16.0,3.0,Leo,Poor,08
439,2011-08-10,Necessary,1978-04-08,33.0,2500.0,1998-07-18,Associates,12.0,2.0,Aries,Poor,08
440,2001-09-10,Voluntary,1952-12-17,48.0,4000.0,1980-07-05,Bachelors,21.0,3.0,Sagittarius,Poor,09
